CWC ID Number,Other ID Number,Collection Date,Site,Latitude,Longitude ,Habitat/Location (measurements in meters indicate distance from marsh edge),Gear,Node Group,Node Code,Common Name,Scientific Name,n,Total Length (mm),Fork Length (mm),Carapace width (mm),Weight (grams),Sex,Tissue Collected,Collection Notes
CWC1233,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,2,na,na,x?=54,na,na,hepatopancreas,parasite in hepato & maybe others too
CWC1234,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,70,na,na,na,na,na,whole body,
CWC1235,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,20,na,na,na,na,na,whole body,
CWC1236,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, omnivorous",Marsh omn. fish,Diamond killifish,Fundulus xenicus,6,na,na,na,na,na,whole body,
CWC1237,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, carnivorous",Marsh carn. fish,Bayou killifish,Fundulus pulvereus,2,na,na,na,na,na,whole body,
CWC1238,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,UNKNOWN,UNK,Fundulus spp. (?),Fundulus sp.,1,na,na,na,na,na,whole body,
CWC1239,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,12,na,na,na,na,na,whole body,
CWC1240,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,71,na,na,na,na,muscle and stomach,
CWC1241,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,4,na,na,na,na,na,muscle,on Succulents
CWC1242,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,4,na,na,na,na,na,muscle,on Succulents
CWC1243,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,4,na,na,na,na,na,muscle,on Succulents
CWC1244,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,73,na,na,na,na,muscle and stomach,
CWC1245,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,30,na,na,na,na,na,whole body,
CWC1246,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,72,na,na,na,na,muscle and stomach,
CWC1247,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,115,na,na,na,na,muscle and stomach,
CWC1248,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Dip net,"Shrimp, grass",Grass shrimp,Grass shrimp,Palaemonetes pugio,42,x?=15,na,na,na,na,muscle,
CWC1249,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,72,na,na,na,na,muscle and stomach,
CWC1250,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,na,na,na,na,na,whole body,
CWC1251,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,103,na,na,na,na,muscle and stomach,
CWC1252,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,112,na,na,na,na,muscle and stomach,
CWC1253,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,98,na,na,na,na,muscle and stomach,
CWC1254,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,102,na,na,na,na,muscle and stomach,
CWC1255,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,na,na,na,na,na,whole body,
CWC1256,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,na,na,na,na,na,whole body,
CWC1257,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,106,na,na,na,na,muscle and stomach,
CWC1258,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,4,na,na,na,na,na,muscle,on Distichlis
CWC1259,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,4,na,na,na,na,na,muscle,on Distichlis
CWC1260,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,4,na,na,na,na,na,muscle,on Distichlis
CWC1261,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,20,na,na,na,na,na,whole body,
CWC1262,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,49,na,na,na,na,muscle and stomach,
CWC1263,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,110,na,na,na,na,muscle and stomach,
CWC1264,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,61,na,na,na,na,muscle,
CWC1265,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,62,na,na,na,na,muscle,
CWC1266,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,48,na,na,na,na,muscle and stomach,
CWC1267,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,68,na,na,na,na,muscle,
CWC1268,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,58,na,na,na,na,muscle,
CWC1269,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,45,na,na,na,na,muscle and stomach,
CWC1270,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,118,na,na,na,na,muscle and stomach,
CWC1271,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,45,na,na,na,na,muscle and stomach,
CWC1272,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,68,na,na,na,na,muscle,
CWC1273,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,62,na,na,na,na,muscle,
CWC1274,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,46,na,na,na,na,muscle and stomach,
CWC1275,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,45,na,na,na,na,muscle and stomach,
CWC1276,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,91,na,na,na,na,muscle and stomach,
CWC1277,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,10,na,na,na,na,na,whole body,
CWC1278,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,10,na,na,na,na,na,whole body,
CWC1279,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,30,na,na,na,na,na,whole body,
CWC1280,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,84,na,na,na,na,muscle and stomach,
CWC1281,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,84,na,na,na,na,muscle and stomach,
CWC1282,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,75,na,na,na,na,muscle and stomach,
CWC1283,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,70,na,na,na,na,muscle and stomach,
CWC1284,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Seine,UNKNOWN,UNK,Tonguefish,Cynoglossidae sp.,2,na,na,na,na,na,whole body,
CWC1285,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,65,na,na,na,na,muscle and stomach,
CWC1286,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,3,na,na,na,na,na,whole body,
CWC1287,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,8,na,na,na,na,na,whole body,
CWC1288,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,na,na,na,na,na,whole body,
CWC1289,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, invertivorous",Invert. fish,Sheepshead,Archosargus probatocephalus,1,465,na,na,na,M,muscle and stomach,
CWC1290,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,123,na,M,hepatopancreas,
CWC1291,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, benthivorous",Benth. fish,Gizzard shad,Dorosoma cepedianum,1,165,na,na,na,na,muscle,
CWC1292,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, benthivorous",Benth. fish,Gizzard shad,Dorosoma cepedianum,1,165,na,na,na,na,muscle,
CWC1293,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1292),na,na,muscle,
CWC1294,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, carnivorous",Carn. fish,Tarpon,Megalops atlanticus,1,na,na,na,na,na,whole body,
CWC1295,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,270,na,na,na,na,muscle and stomach,
CWC1296,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,327,na,na,na,na,muscle and stomach,
CWC1297,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,128,na,M,hepatopancreas,parasite in hepato & maybe others too
CWC1298,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1297),na,na,muscle,
CWC1299,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,111,na,M,hepatopancreas,
CWC1300,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1299),na,na,muscle,
CWC1301,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,156,na,na,hepatopancreas,
CWC1302,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1301),na,na,muscle,
CWC1305,na,Oct 2015,PS5,29.449130°,-89.749237°,1 m,Hand,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,
CWC1306,na,Oct 2015,PS5,29.449130°,-89.749237°,10 m,Hand,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,
CWC1307,na,Oct 2015,PS5,29.449130°,-89.749237°,20+ m,Hand,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,
CWC1308,na,Oct 2015,PS5,29.449130°,-89.749237°,1 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (dead),Spartina sp.,na,na,na,na,na,na,plant,
CWC1309,na,Oct 2015,PS5,29.449130°,-89.749237°,20 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (dead),Spartina sp.,na,na,na,na,na,na,plant,
CWC1310,na,Oct 2015,PS5,29.449130°,-89.749237°,50 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (dead),Spartina sp.,na,na,na,na,na,na,plant,
CWC1311,na,Oct 2015,PS5,29.449130°,-89.749237°,na,Hand,"Plants, other marsh plants",Other plants,Iva,Iva frutescens,na,na,na,na,na,na,plant,
CWC1312,na,Oct 2015,PS5,29.449130°,-89.749237°,na,Hand,"Plants, other marsh plants",Other plants,Iva,Iva frutescens,na,na,na,na,na,na,plant,
CWC1313,na,Oct 2015,PS5,29.449130°,-89.749237°,na,Hand,"Plants, other marsh plants",Other plants,Iva,Iva frutescens,na,na,na,na,na,na,plant,
CWC1314,na,Oct 2015,PS5,29.449130°,-89.749237°,na,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (live),Juncus sp.,na,na,na,na,na,na,plant,
CWC1315,na,Oct 2015,PS5,29.449130°,-89.749237°,na,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (live),Juncus sp.,na,na,na,na,na,na,plant,
CWC1316,na,Oct 2015,PS5,29.449130°,-89.749237°,na,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (live),Juncus sp.,na,na,na,na,na,na,plant,
CWC1317,na,Oct 2015,PS5,29.449130°,-89.749237°,15 m,Hand,"Plants, Spartina patens",S.patens,Spartina patens,Spartina patens,na,na,na,na,na,na,plant,
CWC1318,na,Oct 2015,PS5,29.449130°,-89.749237°,15 m,Hand,"Plants, Spartina patens",S.patens,Spartina patens,Spartina patens,na,na,na,na,na,na,plant,
CWC1319,na,Oct 2015,PS5,29.449130°,-89.749237°,15 m,Hand,"Plants, Spartina patens",S.patens,Spartina patens,Spartina patens,na,na,na,na,na,na,plant,
CWC1320,na,Oct 2015,PS5,29.449130°,-89.749237°,1 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),Spartina sp.,na,na,na,na,na,na,plant,
CWC1321,na,Oct 2015,PS5,29.449130°,-89.749237°,20 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),Spartina sp.,na,na,na,na,na,na,plant,
CWC1322,na,Oct 2015,PS5,29.449130°,-89.749237°,50 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),Spartina sp.,na,na,na,na,na,na,plant,
CWC1323,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Plants, Distichlis spicata",Distichlis,Distichlis,Distichlis spicata,na,na,na,na,na,na,plant,
CWC1324,na,Oct 2015,PS5,29.449130°,-89.749237°,3 m,Hand,"Plants, Distichlis spicata",Distichlis,Distichlis,Distichlis spicata,na,na,na,na,na,na,plant,
CWC1325,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Plants, Distichlis spicata",Distichlis,Distichlis,Distichlis spicata,na,na,na,na,na,na,plant,
CWC1326,na,Oct 2015,PS5,29.449130°,-89.749237°,na,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (roots),Juncus sp.,na,na,na,na,na,na,plant,
CWC1327,na,Oct 2015,PS5,29.449130°,-89.749237°,na,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (roots),Juncus sp.,na,na,na,na,na,na,plant,
CWC1328,na,Oct 2015,PS5,29.449130°,-89.749237°,na,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (roots),Juncus sp.,na,na,na,na,na,na,plant,
CWC1329,na,Oct 2015,PS5,29.449130°,-89.749237°,1 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),Spartina sp.,na,na,na,na,na,na,plant,
CWC1330,na,Oct 2015,PS5,29.449130°,-89.749237°,20 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),Spartina sp.,na,na,na,na,na,na,plant,
CWC1331,na,Oct 2015,PS5,29.449130°,-89.749237°,50 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),Spartina sp.,na,na,na,na,na,na,plant,
CWC1332,na,Oct 2015,PS7,29.474614°,-89.855600°,na,Hand,"Plants, other marsh plants",Other plants,Iva,Iva frutescens,na,na,na,na,na,na,plant,
CWC1333,na,Oct 2015,PS7,29.474614°,-89.855600°,na,Hand,"Plants, other marsh plants",Other plants,Iva,Iva frutescens,na,na,na,na,na,na,plant,
CWC1334,na,Oct 2015,PS7,29.474614°,-89.855600°,na,Hand,"Plants, other marsh plants",Other plants,Iva,Iva frutescens,na,na,na,na,na,na,plant,
CWC1335,na,Oct 2015,PS7,29.474614°,-89.855600°,125 m,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (live),Juncus sp.,na,na,na,na,na,na,plant,
CWC1336,na,Oct 2015,PS7,29.474614°,-89.855600°,110 m,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (live),Juncus sp.,na,na,na,na,na,na,plant,
CWC1337,na,Oct 2015,PS7,29.474614°,-89.855600°,100 m,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (live),Juncus sp.,na,na,na,na,na,na,plant,
CWC1338,na,Oct 2015,PS7,29.474614°,-89.855600°,10 m,Hand,"Plants, Distichlis spicata",Distichlis,Distichlis,Distichlis spicata,na,na,na,na,na,na,plant,
CWC1339,na,Oct 2015,PS7,29.474614°,-89.855600°,10 m,Hand,"Plants, Distichlis spicata",Distichlis,Distichlis,Distichlis spicata,na,na,na,na,na,na,plant,
CWC1340,na,Oct 2015,PS7,29.474614°,-89.855600°,15 m,Hand,"Plants, Distichlis spicata",Distichlis,Distichlis,Distichlis spicata,na,na,na,na,na,na,plant,
CWC1341,na,Oct 2015,PS7,29.474614°,-89.855600°,~5 m,Hand,"Plants, Spartina patens",S.patens,Spartina patens,Spartina patens,na,na,na,na,na,na,plant,
CWC1342,na,Oct 2015,PS7,29.474614°,-89.855600°,~5 m,Hand,"Plants, Spartina patens",S.patens,Spartina patens,Spartina patens,na,na,na,na,na,na,plant,
CWC1343,na,Oct 2015,PS7,29.474614°,-89.855600°,10 m,Hand,"Plants, Spartina patens",S.patens,Spartina patens,Spartina patens,na,na,na,na,na,na,plant,
CWC1344,na,Oct 2015,PS7,29.474614°,-89.855600°,1 m,Hand,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,
CWC1345,na,Oct 2015,PS7,29.474614°,-89.855600°,10 m,Hand,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,
CWC1346,na,Oct 2015,PS7,29.474614°,-89.855600°,20+ m,Hand,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,
CWC1347,na,Oct 2015,PS7,29.474614°,-89.855600°,125 m,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (roots),Juncus sp.,na,na,na,na,na,na,plant,
CWC1348,na,Oct 2015,PS7,29.474614°,-89.855600°,110 m,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (roots),Juncus sp.,na,na,na,na,na,na,plant,
CWC1349,na,Oct 2015,PS7,29.474614°,-89.855600°,100 m,Hand,"Plants, Juncus roemerianus",Juncus,Juncus (roots),Juncus sp.,na,na,na,na,na,na,plant,
CWC1350,na,Oct 2015,PS7,29.474614°,-89.855600°,1 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),Spartina sp.,na,na,na,na,na,na,plant,
CWC1351,na,Oct 2015,PS7,29.474614°,-89.855600°,25 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),Spartina sp.,na,na,na,na,na,na,plant,
CWC1352,na,Oct 2015,PS7,29.474614°,-89.855600°,50 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),Spartina sp.,na,na,na,na,na,na,plant,
CWC1353,na,Oct 2015,PS7,29.474614°,-89.855600°,1 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),Spartina sp.,na,na,na,na,na,na,plant,
CWC1354,na,Oct 2015,PS7,29.474614°,-89.855600°,25 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),Spartina sp.,na,na,na,na,na,na,plant,
CWC1355,na,Oct 2015,PS7,29.474614°,-89.855600°,50 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),Spartina sp.,na,na,na,na,na,na,plant,
CWC1356,na,Oct 2015,PS7,29.474614°,-89.855600°,25 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (dead),Spartina sp.,na,na,na,na,na,na,plant,
CWC1357,na,Oct 2015,PS7,29.474614°,-89.855600°,50 m,Hand,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (dead),Spartina sp.,na,na,na,na,na,na,plant,
CWC1358,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, marsh, carnivorous",Marsh carn. fish,Violet goby,Gobioides broussoneti,1,196,na,na,na,na,muscle,
CWC1359,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, marsh, carnivorous",Marsh carn. fish,Violet goby,Gobioides broussoneti,1,196,na,na,na,na,whole body,
CWC1360,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,2,x?=47,na,na,na,na,muscle,
CWC1361,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,2,x?=46,na,na,na,na,muscle,
CWC1362,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Minnow Trap,"Fish, carnivorous",Carn. fish,Cobia,Rachycentron canadum,1,90,na,na,na,F,muscle and stomach,
CWC1363,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill Net,"Fish, invertivorous",Invert. fish,Black drum,Pogonias cromis,1,730,na,na,na,M,muscle,
CWC1364,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Minnow Trap,UNKNOWN,UNK,Tonguefish,Cynoglossidae sp.,1,81,na,na,na,na,muscle and stomach,
CWC1365,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Minnow Trap,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,69,na,na,na,na,muscle,
CWC1366,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,302,na,na,na,M,muscle and stomach,
CWC1367,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,357,na,na,na,M,muscle and stomach,
CWC1368,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,158,na,F,hepatopancreas,parasite in hepato & maybe others too
CWC1369,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1368),na,na,muscle,Muscle
CWC1370,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,na,UNKNOWN,UNK,Blue crab parasite,na,many,na,na,na,na,na,whole body,Unknown parasite; 
CWC1371,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, benthivorous",Benth. fish,Gizzard shad,Dorosoma cepedianum,1,236,na,na,na,na,muscle,
CWC1372,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, carnivorous",Carn. fish,Spotted Gar,Lepisosteus oculatus,1,650,na,na,na,F,muscle and stomach,with large embryos (similar to Limulus embryos)
CWC1373,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, benthivorous",Benth. fish,Southern stingray,Dasyatis americana,1,324*,na,na,na,na,muscle and stomach,this measurement is likely  disc length
CWC1374,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,136,na,M,hepatopancreas,
CWC1375,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1374),na,na,muscle,
CWC1376,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, benthivorous",Benth. fish,Gizzard shad,Dorosoma cepedianum,1,210,na,na,na,na,muscle,
CWC1377,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,344,na,na,na,M,muscle and stomach,
CWC1378,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Minnow Trap,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,~72,na,na,na,na,muscle,
CWC1379,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Minnow Trap,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,66,na,na,na,na,muscle,
